0	1.5e-05
0	-5.2e-06
0.05	-1.06e-05
0.05	1.04e-05
0.1	1.4e-06
0.1	-1.00000000000001e-06
0.15	7.2e-06
0.15	-1e-05
0.2	-5.99999999999999e-06
0.2	9.2e-06
0.25	5.6e-06
0.25	1.80000000000001e-06
0.3	-1.00000000000001e-06
0.3	-1.12e-05
0.35	-7.99999999999999e-06
0.35	8e-06
0.4	-8.00000000000009e-07
0.4	9.99999999999999e-06
0.45	2.80000000000001e-06
0.45	-5.8e-06
0.5	1.3e-05
0.5	-6.19999999999999e-06
0.55	-7e-06
0.55	-6.00000000000003e-07
0.6	-1.08e-05
0.6	3.8e-06
0.65	6.00000000000001e-06
0.65	-3.99999999999996e-07
0.7	-2.40000000000001e-06
0.7	-3.80000000000001e-06
0.75	9.80000000000001e-06
0.75	2.4e-06
0.8	-3.80000000000001e-06
0.8	3.00000000000001e-06
0.85	-1.56e-05
0.85	-3.80000000000001e-06
0.9	1.34e-05
0.9	2.00000000000007e-07
0.95	9.80000000000001e-06
0.95	-1.80000000000001e-06
1	-5.80000000000001e-06
1	-2e-06
1.05	-5.8e-06
1.05	4.2e-06
1.1	-7.2e-06
1.1	-8.00000000000001e-07
1.15	-3.00000000000001e-06
1.15	4.6e-06
1.2	1e-05
1.2	5.4e-06
1.25	-1.20000000000001e-06
1.25	5.2e-06
1.3	-5.8e-06
1.3	1.2e-06
1.35	7.4e-06
1.35	-6.8e-06
1.4	-1.6e-06
1.4	2.4e-06
1.45	1.58e-05
1.45	-4.2e-06
1.5	1.2e-05
1.5	-8.4e-06
1.55	-1.86e-05
1.55	-8e-06
1.6	1.7e-05
1.6	-2.62e-05
1.65	2.12e-05
1.65	-1.76e-05
1.7	-1.68e-05
1.7	-5.4e-06
1.75	-1.6e-05
1.75	-7.4e-06
1.8	-3.54e-05
1.8	1.3e-05
1.85	-3.16e-05
1.85	2.42e-05
1.9	3.14e-05
1.9	2.56e-05
1.95	3.96e-05
1.95	2e-05
2	2.92e-05
2	-1.22e-05
2.05	1.48e-05
2.05	-3.44e-05
2.1	-4.74e-05
2.1	-3.68e-05
2.15	-5.98e-05
2.15	-7.79999999999999e-06
2.2	-5.86e-05
2.2	4.88e-05
2.25	-4.6e-05
2.25	8.782e-05
2.3	5.2e-05
2.3	9.158e-05
2.35	0.0001532
2.35	3.7e-05
2.4	0.0001756
2.4	-6.36e-05
2.45	8.32e-05
2.45	-0.0001514
2.5	-9.44e-05
2.5	-0.0001774
2.55	-0.00022
2.55	-0.000118
2.6	-0.0002236
2.6	3.39999999999999e-05
2.65	-0.000136
2.65	0.0001804
2.7	4.4e-05
2.7	0.0002438
2.75	0.000198
2.75	0.0002178
2.8	0.0002524
2.8	3.00000000000001e-05
2.85	0.0002356
2.85	-0.0001804
2.9	2.6e-05
2.9	-0.0002334
2.95	-0.0002036
2.95	-0.0002362
3	-0.0002406
3	-0.000164
3.05	-0.0002318
3.05	5.2e-05
3.1	-9.8e-05
3.1	0.000156
3.15	0.000128
3.15	0.0001688
3.2	0.0002156
3.2	0.0002606
3.25	0.00016434
3.25	0.0001946
3.3	8.586e-05
3.3	2.8e-05
3.35	3.92e-05
3.35	-2.2e-05
3.4	-7.92e-05
3.4	-0.000154
3.45	-0.0001754
3.45	-0.0002874
3.5	-0.0001124
3.5	-0.0002926
3.55	-0.000112
3.55	-0.000214
3.6	-5.6e-05
3.6	4.8e-05
3.65	9.4e-05
3.65	0.000252
3.7	6.2e-05
3.7	0.0002768
3.75	0.0001414
3.75	0.0002552
3.8	0.0001184
3.8	0.00026
3.85	3.22e-05
3.85	6.40000000000001e-05
3.9	0.000168
3.9	-0.000362
3.95	-0.0001112
3.95	-0.0003302
4	-0.0002082
4	-0.0003098
4.05	-7.04e-05
4.05	-0.000324
4.1	-0.0001562
4.1	0.00022
4.15	9.6e-05
4.15	0.000296
4.2	6.56e-05
4.2	0.00024724
4.25	0.0001114
4.25	0.00034476
4.3	0.000265
4.3	-4.2e-05
4.35	-7.8e-05
4.35	-0.000215
4.4	-9.34e-05
4.4	-0.0002382
4.45	-0.0002686
4.45	-0.0001348
4.5	-0.000312
4.5	0.0001598
4.55	0.000222
4.55	4.38e-05
4.6	0.0002672
4.6	-3.80000000000001e-06
4.65	2.28e-05
4.65	0.0002092
4.7	3.382e-05
4.7	-6.00000000000001e-06
4.75	0.00017558
4.75	-0.000347
4.8	-0.0002504
4.8	-3.6e-05
4.85	-0.000583
4.85	0.0003092
4.9	3.2e-05
4.9	3.78e-05
4.95	0.00024
4.95	-3.96e-05
5	0.0002822
5	0.0002046
5.05	0.0005938
5.05	-0.0002032
5.1	-3.99999999999996e-06
5.1	-0.0005948
5.15	-0.0005784
5.15	1.60000000000001e-05
5.2	-0.0001516
5.2	0.000294
5.25	2.00000000000001e-06
5.25	0.0002592
5.3	-8.6e-05
5.3	0.0004568
5.35	0.0004426
5.35	-0.0002
5.4	0.0001234
5.4	-0.0002228
5.45	-0.0003528
5.45	0.0001036
5.5	5.99999999999994e-07
5.5	-0.0006468
5.55	-0.0005638
5.55	-7.80000000000001e-05
5.6	-5.20000000000002e-05
5.6	0.000328
5.65	0.000956
5.65	-0.000214
5.7	-3.94e-05
5.7	0.000696
5.75	-0.0005226
5.75	0.000358
5.8	0.000183
5.8	-0.000763
5.85	0.000425
5.85	7.2e-06
5.9	-0.000656
5.9	0.0004338
5.95	-0.00034
5.95	-7.2e-05
6	0.0009092
6	-0.0004
6.05	-0.0002838
6.05	-9.4e-05
6.1	-7.3e-05
6.1	-2.00000000000005e-06
6.15	0.0004896
6.15	-0.000336
6.2	-0.0009
6.2	0.0005484
6.25	-0.00033
6.25	0.0008236
6.3	0.0007214
6.3	-0.000346
6.35	0.0006966
6.35	-0.00042936
6.4	0.00042
6.4	6.076e-05
6.45	-0.000158
6.45	-0.0002514
6.5	-0.000514
6.5	-0.00048
6.55	-0.001108
6.55	0.000262
6.6	-0.000764
6.6	0.00066
6.65	0.000934
6.65	-1.8e-05
6.7	0.000982
6.7	3e-05
6.75	-0.0001
6.75	0.000174
6.8	0.000752
6.8	-0.00099
6.85	0.000654
6.85	-0.000828
6.9	-0.00160124
6.9	0.000736
6.95	-0.00135276
6.95	0.0007012
7	-0.000192
7	0.0003668
7.05	0.000322
7.05	9.6e-05
7.1	0.0012658
7.1	-0.0003
7.15	0.0007362
7.15	0.00056
7.2	0.00021
7.2	-0.000428
7.25	-0.0009032
7.25	-0.001132
7.3	-0.0012248
7.3	0.000138
7.35	0.0012312
7.35	-0.00095
7.4	3.68e-05
7.4	0.000478
7.45	-0.001066
7.45	0.002122
7.5	0.001426
7.5	-0.000426
7.55	-0.000196
7.55	0.000334
7.6	-0.000974
7.6	0.000548
7.65	0.001124
7.65	-0.001646
7.7	-0.000692
7.7	0.000201536
7.75	-0.000584
7.75	0.000187064
7.8	0.0008476
7.8	-0.0019686
7.85	-0.0004996
7.85	0.0007
7.9	0.0003168
7.9	0.0011518
7.95	0.0007912
7.95	-0.0007618
8	-0.0005116
8	0.00135
8.05	-0.0008084
8.05	0.000238
8.1	0.0006238
8.1	-0.001506
8.15	0.0009442
8.15	0.001246
8.2	-0.000922
8.2	0.000744
8.25	0.00055
8.25	-0.002232
8.3	-0.000102
8.3	-0.000768
8.35	-0.001996
8.35	0.00094
8.4	0.000392
8.4	-0.0006
8.45	-0.000212
8.45	0.001542
8.5	0.00102
8.5	0.001628
8.55	0.001772
8.55	-0.000782
8.6	-0.000862
8.6	0.000386
8.65	0.000374
8.65	-0.002362
8.7	-0.000276
8.7	-0.000582
8.75	-0.000988
8.75	0.002096
8.8	-0.001534
8.8	-0.001922
8.85	0.000142
8.85	0.000644
8.9	0.002706
8.9	0.001868
8.95	-0.001152
8.95	-0.00051
9	0.00021492
9	0.000116
9.05	0.00104508
9.05	-0.0007714
9.1	-0.00154
9.1	-0.0009766
9.15	-0.000604
9.15	0.000678
9.2	9.40000000000001e-05
9.2	0.001204
9.25	0.002816
9.25	-0.001296
9.3	3.4e-05
9.3	-0.00058
9.35	-0.00262
9.35	0.0010838
9.4	0.000282
9.4	-0.0015278
9.45	-0.000654
9.45	0.000132
9.5	0.000108
9.5	0.00176
9.55	0.0010562
9.55	0.00074
9.6	0.0002478
9.6	0.000812
9.65	0.001152
9.65	-0.000884
9.7	9.79999999999999e-05
9.7	-0.0011778
9.75	-0.00092
9.75	-0.0008002
9.8	-0.00142
9.8	-0.001458
9.85	-0.002088
9.85	5.99999999999998e-05
9.9	0.00068
9.9	0.001904
9.95	0.00202
9.95	0.00062
10	0.0001378
10	0.00032
10.05	0.0006322
10.05	0.000834
10.1	0.000878
10.1	-0.000238
10.15	-0.000732
10.15	0.0009
10.2	-0.00164
10.2	-0.001294
10.25	8.2e-05
10.25	-0.003146
10.3	0.00043
10.3	0.000376
10.35	-0.000738
10.35	0.000208
10.4	0.00139
10.4	0.000438
10.45	0.000824
10.45	0.001914
10.5	9.99999999999999e-05
10.5	0.000598
10.55	-6.39999999999999e-05
10.55	0.0002
10.6	-0.001005
10.6	-0.00025
10.65	0.001157
10.65	-0.001492
10.7	-0.001686
10.7	-0.002672
10.75	-0.003106
10.75	0.00058
10.8	0.00142
10.8	0.002818
10.85	0.0020152
10.85	-0.0005272
10.9	0.0018488
10.9	0.0019172
10.95	0.000896
10.95	-0.000102
11	-0.001958
11	-0.003826
11.05	-0.002166
11.05	0.003384
11.1	0.000176
11.1	-0.001006
11.15	0.00078
11.15	-0.004338
11.2	-0.001752
11.2	0.003576
11.25	0.000544
11.25	0.00048088
11.3	0.003976
11.3	0.00046712
11.35	0.0002
11.35	0.001956
11.4	-0.002016
11.4	-0.001616
11.45	-0.00135
11.45	0.0002
11.5	-0.000962
11.5	-0.002222
11.55	0.00017
11.55	-0.00036
11.6	0.000676
11.6	0.004158
11.65	0.002358
11.65	-0.003678
11.7	0.000804
11.7	-0.003662
